0,1
0,2
0,3
0,4
0,96
0,5
0,95
0,47
0,46
0,13
1,4
1,98
1,5
1,97
1,6
1,96
1,12
1,90
2,4
2,5
2,99
2,98
2,7
2,97
2,94
2,26
2,9
2,37
3,4
3,5
3,6
3,7
3,99
3,8
3,98
3,55
3,35
3,92
4,5
4,8
4,9
4,89
4,11
5,6
5,7
5,8
5,9
5,45
5,63
5,49
6,7
6,9
6,11
6,81
6,44
7,8
7,11
7,12
7,73
7,67
7,52
8,9
8,10
8,11
8,12
8,13
8,14
8,46
9,10
9,11
9,12
9,13
9,14
9,71
9,82
10,12
10,13
10,14
10,15
10,97
10,69
11,13
11,14
11,15
11,16
11,31
11,27
12,14
12,15
12,16
12,17
12,21
13,14
13,15
13,16
13,17
13,30
13,52
14,15
14,16
14,17
14,91
15,17
15,19
15,20
15,95
15,63
16,17
16,19
16,20
16,21
16,91
17,18
17,19
17,20
17,21
17,61
17,99
18,19
18,20
18,21
18,22
18,23
19,20
19,21
19,22
19,92
19,52
19,75
19,58
19,36
20,23
20,24
20,39
20,64
20,35
20,84
20,93
21,22
21,23
21,24
21,25
21,26
22,23
22,24
22,25
22,26
22,83
23,24
23,25
23,26
23,27
23,28
23,39
24,26
24,27
24,29
24,81
24,63
24,82
24,89
25,26
25,27
25,28
25,29
25,84
26,27
26,29
26,30
26,31
26,62
27,28
27,29
27,30
27,31
27,85
27,80
28,29
28,30
28,31
28,32
28,33
28,40
28,99
29,30
29,32
29,34
29,87
29,54
29,97
29,36
30,31
30,32
30,33
30,35
31,32
31,33
31,34
31,35
31,36
31,99
31,87
32,33
32,34
32,35
32,36
32,37
33,34
33,35
33,36
33,37
33,38
34,35
34,36
34,37
34,38
34,67
34,57
35,36
35,37
35,40
35,48
35,38
36,37
36,38
36,39
36,40
36,41
36,43
37,38
37,39
37,40
37,42
38,39
38,42
38,43
38,54
38,90
39,40
39,42
39,43
39,44
40,41
40,42
40,43
40,45
41,42
41,44
41,45
41,46
41,50
41,80
42,43
42,44
42,45
42,46
42,47
42,67
43,44
43,45
43,46
43,90
44,45
44,46
44,47
44,49
44,68
45,46
45,48
45,49
45,50
46,48
46,51
46,54
46,81
46,88
47,49
47,50
47,51
47,52
48,50
48,51
48,52
48,62
49,51
49,52
49,53
49,69
49,76
49,81
50,51
50,52
50,53
50,54
50,55
50,56
50,57
51,53
51,54
51,55
51,56
51,93
52,53
52,55
53,55
53,56
53,57
53,58
53,63
54,55
54,56
54,58
54,69
55,56
55,58
55,59
55,60
55,61
56,57
56,58
56,60
56,61
56,75
57,59
57,60
57,71
58,59
58,60
58,79
58,98
58,69
58,90
59,60
59,61
59,62
59,63
59,64
60,61
60,64
60,65
60,83
60,85
61,63
61,64
61,66
62,65
62,66
62,67
62,76
63,66
63,67
63,68
63,84
64,65
64,67
64,68
64,69
64,83
64,77
65,66
65,67
65,68
65,69
65,70
66,67
66,68
66,70
66,71
66,88
67,68
67,69
67,71
67,72
67,88
68,70
68,72
68,73
68,92
68,86
69,70
69,71
69,73
70,71
70,72
70,73
70,74
70,75
71,72
71,74
71,75
71,76
72,73
72,74
72,75
72,76
72,77
72,92
73,74
73,75
73,76
73,77
73,78
74,75
74,76
74,77
74,79
74,82
75,76
75,77
75,79
75,80
76,77
76,79
76,80
76,81
76,90
77,78
77,79
77,80
77,81
77,82
78,79
78,80
78,81
78,82
78,83
79,80
79,81
79,82
79,83
79,84
80,81
80,82
80,84
81,82
81,83
81,86
82,84
82,85
82,87
83,85
83,86
83,87
83,88
84,85
84,86
84,87
84,89
85,87
85,88
85,89
85,90
86,87
86,88
86,89
86,90
86,91
86,98
87,88
87,89
87,90
87,92
88,90
88,91
88,92
89,90
89,91
89,92
89,93
89,94
90,91
90,92
91,92
91,93
91,94
91,95
91,96
91,99
92,94
92,96
93,94
93,95
93,96
93,97
93,98
94,95
94,96
94,97
94,98
94,99
95,96
95,97
95,98
95,99
96,97
96,98
96,99
97,98
97,99
98,99
