0,1
0,2
0,3
0,4
0,5
0,8
0,11
0,12
0,13
0,15
0,16
0,18
0,19
0,20
0,22
0,24
0,25
0,26
0,27
0,29
0,36
0,46
0,47
0,52
0,57
0,59
0,60
0,63
0,64
0,68
0,73
0,79
0,81
0,85
0,87
0,90
0,99
1,4
1,6
1,84
2,4
2,10
2,12
2,16
2,17
2,23
2,25
2,31
2,35
2,43
2,56
3,5
3,7
3,18
3,21
3,28
3,31
3,44
3,46
3,62
3,92
4,5
4,6
4,7
4,8
4,9
4,11
4,13
4,14
4,15
4,19
4,23
4,26
4,35
4,45
4,52
4,54
4,60
4,69
4,72
4,82
4,84
5,6
5,7
5,9
5,10
5,11
5,13
5,17
5,23
5,41
5,47
5,53
5,56
5,79
5,88
6,8
6,16
6,33
6,34
6,41
6,42
6,54
6,59
6,68
6,76
7,31
7,32
7,37
7,38
7,42
7,48
7,62
7,69
7,71
7,74
7,75
7,82
7,83
7,85
8,9
8,12
8,14
8,15
8,17
8,18
8,19
8,22
8,27
8,32
8,35
8,68
8,72
8,78
8,85
8,94
9,10
9,21
9,65
10,14
10,47
10,51
10,57
10,63
10,67
10,93
11,22
11,24
11,30
11,34
11,55
11,62
11,66
11,67
11,78
11,89
11,96
12,20
12,24
12,37
12,39
12,43
12,44
12,50
12,65
12,74
12,76
12,98
13,36
13,38
13,50
13,67
13,80
13,89
14,28
14,29
14,36
14,51
15,25
15,39
15,90
16,29
16,45
16,70
17,21
17,32
17,33
17,42
17,71
17,81
17,89
18,20
18,38
18,77
18,97
20,27
21,37
21,40
21,64
21,75
22,26
22,30
22,43
22,69
22,78
23,52
23,86
24,49
25,33
25,45
25,83
26,28
26,54
26,80
27,30
27,53
27,58
28,56
28,72
29,34
29,79
30,49
30,58
30,80
31,39
31,44
31,49
31,59
31,61
31,88
31,94
31,99
32,55
32,94
33,40
33,46
33,58
33,74
33,83
35,50
35,61
36,48
36,63
36,88
37,40
38,41
39,66
39,96
42,48
42,51
42,53
42,55
42,61
43,64
45,57
45,87
46,65
46,70
47,77
48,90
49,66
50,73
53,60
53,93
54,86
54,99
55,73
55,95
56,70
56,75
57,98
58,96
59,77
66,76
66,91
68,71
69,84
69,92
69,97
74,91
75,86
77,91
79,81
80,82
80,93
80,95
80,97
81,92
84,98
86,87
91,95
